order_id,order_item_id,sku,price,quantity
143,4,SKU-850,999.99,2.0
144,1,SKU-344,100.0,2.0
147,1,NAN,2847.0,2.0
151,3,NAN,100.0,2.0
153,3,SKU1109,650.0,2.0
154,3,SKU-534,999.99,2.0
154,4,SKU-1145,100.0,2.0
156,1,SKU_114,100.0,2.0
162,1,SKU1000,4215.0,2.0
162,2,SKU1199,1612.0,1.0
163,1,NAN,1662.0,1.0
163,2,SKU_386,3789.0,1.0
164,2,SKU1067,999.99,2.0
165,1,SKU413,2374.0,2.0
166,1,SKU-15,827.0,2.0
167,3,SKU1038,4727.0,2.0
167,2,SKU428,789.0,1.0
168,3,SKU_865,999.99,1.0
168,1,SKU217,4227.0,2.0
168,4,SKU-875,2104.0,2.0
170,1,SKU-544,4380.0,1.0
170,2,NAN,100.0,2.0
171,1,SKU_281,100.0,2.0
175,1,SKU883,2999.0,1.0
175,2,NAN,420.0,2.0
176,2,SKU_1074,4868.0,2.0
176,3,NAN,100.0,2.0
177,4,SKU1149,100.0,1.0
177,2,NAN,1052.0,1.0
178,2,SKU-677,609.0,1.0
180,1,SKU919,2489.0,1.0
181,1,NAN,100.0,1.0
182,1,SKU-463,100.0,2.0
185,1,SKU791,999.99,2.0
185,4,SKU550,100.0,1.0
186,2,SKU937,341.0,2.0
186,4,SKU765,999.99,2.0
186,3,SKU_684,999.99,2.0
189,1,SKU_1089,100.0,2.0
189,2,SKU434,100.0,2.0
192,1,SKU_901,100.0,1.0
193,1,SKU1065,2916.0,2.0
194,2,SKU361,1608.0,1.0
195,1,SKU_1027,1119.0,1.0
196,3,NAN,95.0,1.0
198,1,SKU-460,2417.0,1.0
198,4,SKU_816,100.0,2.0
198,2,SKU_41,2897.0,1.0
200,3,SKU423,100.0,1.0
201,1,SKU206,999.99,2.0
202,1,SKU-163,4193.0,2.0
202,2,SKU-171,1993.0,1.0
203,3,SKU346,999.99,2.0
204,3,SKU-301,999.99,2.0
209,1,SKU-707,100.0,1.0
210,2,SKU-1157,4382.0,2.0
211,1,SKU-177,4211.0,2.0
213,3,SKU702,100.0,1.0
213,2,SKU891,100.0,2.0
215,1,SKU1108,999.99,2.0
216,1,SKU662,100.0,1.0
216,3,NAN,100.0,1.0
219,2,SKU290,999.99,1.0
225,4,SKU354,2303.0,2.0
229,1,SKU_621,1478.0,2.0
233,1,SKU_944,999.99,2.0
234,3,SKU475,999.99,1.0
234,2,NAN,2375.0,2.0
234,1,SKU-793,1174.0,2.0
235,1,NAN,416.0,2.0
236,3,SKU74,100.0,2.0
236,4,SKU281,4248.0,2.0
238,2,SKU502,100.0,2.0
240,2,SKU1069,100.0,2.0
240,4,SKU45,100.0,1.0
240,3,NAN,999.99,2.0
242,1,SKU687,100.0,2.0
242,4,SKU_1106,100.0,2.0
242,2,SKU-816,100.0,2.0
248,3,NAN,999.99,2.0
254,1,SKU1009,1926.0,1.0
255,1,SKU_294,999.99,2.0
256,1,SKU639,100.0,1.0
259,3,SKU483,3872.0,2.0
265,2,NAN,1831.0,1.0
265,1,SKU-1041,100.0,1.0
268,1,SKU_637,100.0,1.0
272,1,SKU_538,4057.0,1.0
275,4,SKU_1159,100.0,2.0
275,1,SKU-649,999.99,1.0
275,2,SKU_107,999.99,2.0
275,3,SKU-154,3952.0,2.0
276,2,SKU-114,1275.0,2.0
276,1,SKU_1010,4786.0,2.0
277,2,NAN,2611.0,1.0
281,2,SKU594,2033.0,1.0
281,4,SKU126,4254.0,2.0
283,4,SKU-984,3712.0,1.0
285,1,SKU1015,999.99,2.0
285,3,SKU-368,100.0,2.0
286,4,SKU-588,100.0,2.0
286,2,NAN,3630.0,2.0
288,2,SKU_375,3670.0,1.0
290,3,SKU462,3173.0,2.0
290,2,SKU202,100.0,1.0
290,4,NAN,2252.0,2.0
291,3,SKU760,4062.0,2.0
292,1,SKU14,1093.0,2.0
292,2,SKU11,100.0,2.0
292,3,NAN,4807.0,1.0
294,1,SKU834,999.99,1.0
298,1,NAN,100.0,2.0
300,1,SKU333,999.99,2.0
300,3,SKU388,999.99,2.0
301,2,SKU-945,2732.0,1.0
301,1,SKU1032,1869.0,1.0
302,1,SKU-1045,100.0,2.0
306,1,NAN,526.0,2.0
309,1,SKU272,739.0,2.0
309,4,SKU458,100.0,2.0
309,3,SKU459,575.0,2.0
309,2,SKU-860,100.0,1.0
310,2,SKU30,314.0,2.0
310,3,SKU_86,999.99,2.0
313,2,NAN,772.0,1.0
313,3,SKU-698,999.99,1.0
313,4,SKU-532,2070.0,2.0
314,1,SKU-65,100.0,1.0
316,3,SKU690,999.99,2.0
316,2,NAN,999.99,2.0
316,1,SKU464,2551.0,1.0
317,3,SKU256,999.99,1.0
317,4,NAN,999.99,1.0
319,1,SKU373,100.0,2.0
322,4,SKU815,100.0,2.0
322,2,SKU530,100.0,2.0
323,2,SKU869,3030.0,2.0
326,1,SKU_138,1160.0,1.0
326,2,SKU1197,999.99,2.0
327,3,SKU385,1706.0,2.0
327,1,SKU_796,100.0,2.0
327,2,SKU126,999.99,1.0
329,3,SKU835,999.99,2.0
329,1,SKU-519,999.99,2.0
332,1,SKU175,629.0,2.0
332,3,SKU550,2318.0,2.0
332,4,NAN,100.0,2.0
335,2,SKU_163,4806.0,2.0
336,1,SKU_48,2918.0,2.0
338,2,SKU_963,100.0,1.0
340,1,SKU_742,4349.0,1.0
342,2,SKU1003,4503.0,2.0
343,3,SKU926,4046.0,1.0
343,2,SKU1171,2755.0,2.0
348,2,NAN,100.0,2.0
349,1,NAN,999.99,2.0
350,1,SKU_358,672.0,1.0
352,3,SKU942,100.0,2.0
352,4,SKU_481,100.0,2.0
352,1,NAN,100.0,1.0
353,1,SKU-480,999.99,2.0
357,3,NAN,864.0,2.0
359,2,SKU_284,2684.0,1.0
359,1,SKU_1039,853.0,1.0
361,2,SKU704,1091.0,1.0
362,1,SKU666,100.0,2.0
368,1,NAN,999.99,2.0
370,3,SKU872,3277.0,2.0
370,1,NAN,2702.0,2.0
371,1,NAN,999.99,1.0
372,2,NAN,1698.0,2.0
373,2,SKU913,100.0,2.0
374,2,SKU_852,4245.0,2.0
376,4,SKU-993,4699.0,1.0
378,2,SKU-1171,3690.0,2.0
379,4,SKU_501,3956.0,2.0
379,2,SKU_990,4785.0,2.0
379,1,SKU-776,2755.0,1.0
380,3,SKU785,100.0,2.0
381,2,SKU_864,2918.0,2.0
381,1,NAN,561.0,2.0
382,1,NAN,253.0,1.0
383,2,SKU-1140,100.0,2.0
383,1,SKU18,999.99,2.0
383,3,NAN,3190.0,2.0
384,3,SKU_359,999.99,2.0
384,2,SKU981,999.99,1.0
385,3,SKU1131,2764.0,2.0
385,1,SKU234,999.99,1.0
386,3,SKU327,3838.0,1.0
387,1,SKU453,100.0,2.0
390,2,SKU-963,4478.0,1.0
395,1,SKU662,999.99,2.0
395,2,SKU-784,3557.0,2.0
396,2,SKU-450,3368.0,2.0
397,1,SKU-1085,4033.0,2.0
400,1,SKU186,4660.0,2.0
404,2,SKU_831,999.99,1.0
404,1,NAN,999.99,1.0
405,1,SKU893,4843.0,2.0
407,1,SKU873,999.99,1.0
409,1,SKU_674,3272.0,2.0
410,3,SKU_311,2161.0,2.0
414,2,SKU-400,100.0,2.0
415,3,SKU841,100.0,2.0
415,1,SKU714,100.0,2.0
416,2,SKU_366,273.0,2.0
416,1,NAN,1677.0,1.0
419,3,NAN,674.0,2.0
422,2,SKU643,4310.0,2.0
425,1,SKU901,100.0,2.0
427,3,SKU684,1483.0,2.0
428,4,SKU879,4752.0,1.0
428,3,NAN,2671.0,2.0
429,2,SKU_447,577.0,2.0
430,1,SKU443,999.99,1.0
432,2,SKU-808,100.0,2.0
432,1,SKU-1138,999.99,2.0
432,3,SKU_1074,999.99,2.0
436,2,SKU1100,1245.0,2.0
437,1,SKU_845,100.0,1.0
437,2,NAN,100.0,2.0
438,2,SKU-1000,1094.0,1.0
438,1,SKU-206,999.99,1.0
439,1,SKU-973,999.99,2.0
440,4,SKU_6,4732.0,2.0
440,3,SKU693,3428.0,2.0
441,3,SKU_134,999.99,2.0
442,2,NAN,999.99,2.0
445,4,SKU718,4024.0,2.0
445,3,SKU271,100.0,2.0
446,3,SKU_4,2866.0,2.0
446,1,NAN,1141.0,2.0
448,1,SKU345,999.99,1.0
448,3,NAN,999.99,2.0
448,2,SKU664,999.99,1.0
450,1,SKU_1005,2153.0,1.0
452,2,SKU201,1023.0,2.0
454,2,SKU-670,2069.0,1.0
455,1,NAN,100.0,2.0
456,1,SKU-1142,2846.0,2.0
456,2,SKU_264,999.99,2.0
458,2,SKU-628,100.0,2.0
458,4,SKU321,2709.0,2.0
458,3,SKU-870,100.0,2.0
460,1,SKU-77,999.99,2.0
461,2,SKU_671,480.0,2.0
461,1,NAN,999.99,2.0
463,1,SKU_1057,347.0,2.0
464,2,SKU1039,999.99,2.0
465,1,SKU810,100.0,1.0
465,2,SKU-385,4186.0,1.0
468,3,NAN,197.0,2.0
468,2,SKU-666,999.99,1.0
468,1,SKU1151,100.0,2.0
469,2,SKU293,100.0,2.0
471,2,SKU788,1535.0,2.0
471,4,SKU1009,4886.0,1.0
473,2,NAN,4854.0,2.0
475,2,SKU1121,999.99,1.0
476,1,SKU_437,3455.0,2.0
476,3,SKU1124,100.0,2.0
477,3,SKU812,100.0,1.0
477,2,SKU_689,100.0,2.0
480,2,SKU457,2991.0,2.0
480,1,SKU1114,3897.0,2.0
481,1,SKU_922,1104.0,1.0
482,2,SKU206,100.0,2.0
483,1,SKU_1125,999.99,2.0
483,4,SKU954,3023.0,1.0
485,3,NAN,4196.0,2.0
486,3,SKU_875,1886.0,1.0
486,4,NAN,2590.0,1.0
487,2,SKU834,2139.0,1.0
487,1,SKU-924,100.0,2.0
489,2,SKU942,100.0,2.0
489,3,SKU1128,100.0,1.0
490,2,NAN,1705.0,2.0
501,2,SKU-618,2459.0,2.0
501,3,SKU-977,2761.0,2.0
501,1,SKU-374,2802.0,2.0
504,1,SKU-1178,3375.0,2.0
504,2,SKU827,944.0,2.0
504,3,SKU971,3235.0,1.0
506,1,SKU_827,888.0,2.0
508,1,SKU-116,999.99,1.0
508,2,SKU-327,999.99,2.0
511,2,SKU33,999.99,2.0
511,3,SKU-771,100.0,1.0
511,1,SKU504,318.0,2.0
515,2,SKU1069,999.99,2.0
518,4,NAN,4648.0,2.0
518,3,SKU-182,2163.0,2.0
522,3,SKU-386,916.0,2.0
527,3,SKU-384,100.0,2.0
527,2,NAN,1814.0,2.0
528,1,SKU_642,999.99,1.0
530,1,NAN,3026.0,1.0
533,1,SKU112,4690.0,2.0
533,2,NAN,2686.0,2.0
533,4,SKU_452,3164.0,1.0
535,2,NAN,100.0,2.0
535,1,SKU-876,999.99,2.0
536,1,SKU742,100.0,2.0
536,3,SKU904,999.99,2.0
537,3,SKU163,999.99,1.0
537,1,SKU42,100.0,2.0
537,2,SKU_1048,999.99,2.0
537,4,SKU38,999.99,2.0
539,1,SKU-856,2546.0,2.0
539,3,SKU-90,100.0,2.0
540,2,NAN,454.0,2.0
543,2,SKU-504,100.0,2.0
544,1,SKU_326,2897.0,2.0
545,2,SKU1117,999.99,2.0
546,2,SKU-150,100.0,2.0
547,4,SKU750,100.0,2.0
547,3,SKU_260,175.0,2.0
548,1,SKU671,100.0,2.0
549,3,SKU584,4182.0,1.0
549,4,SKU315,999.99,1.0
550,1,SKU-503,999.99,1.0
550,4,SKU_718,4107.0,2.0
551,1,SKU202,324.0,2.0
552,3,SKU472,3003.0,2.0
552,2,SKU1174,999.99,2.0
553,1,SKU_150,999.99,1.0
555,2,SKU_412,999.99,2.0
557,3,SKU_543,4630.0,1.0
557,1,SKU1176,562.0,2.0
558,1,NAN,100.0,1.0
561,3,NAN,999.99,1.0
562,1,SKU128,999.99,2.0
563,2,NAN,1201.0,2.0
564,3,SKU693,100.0,1.0
564,2,NAN,2119.0,2.0
565,2,SKU717,999.99,2.0
566,3,SKU314,2756.0,2.0
568,3,NAN,100.0,2.0
569,4,SKU662,1632.0,1.0
573,2,SKU_468,999.99,2.0
574,1,SKU997,3027.0,1.0
574,2,SKU_1152,100.0,2.0
576,1,SKU_427,100.0,2.0
579,1,SKU106,4695.0,2.0
579,2,SKU964,995.0,1.0
583,2,NAN,1377.0,2.0
583,4,SKU-488,3299.0,2.0
585,3,SKU404,999.99,2.0
588,1,NAN,100.0,2.0
588,2,SKU557,1525.0,2.0
589,3,SKU-1105,425.0,2.0
590,2,SKU-947,999.99,2.0
590,1,NAN,3546.0,1.0
591,2,NAN,1989.0,1.0
592,1,SKU1024,4164.0,2.0
592,2,SKU_231,4548.0,2.0
593,4,SKU_845,100.0,1.0
597,3,SKU-272,999.99,1.0
597,1,SKU338,476.0,2.0
600,1,SKU932,202.0,2.0
601,1,SKU997,1813.0,1.0
601,2,NAN,100.0,1.0
605,4,SKU1118,4851.0,2.0
606,2,SKU-431,2953.0,1.0
608,1,NAN,3861.0,1.0
609,3,SKU1137,657.0,2.0
611,2,NAN,2428.0,1.0
614,1,SKU-955,100.0,2.0
615,2,SKU-994,999.99,2.0
618,3,SKU_682,4955.0,1.0
618,4,SKU_327,194.0,2.0
618,1,SKU601,453.0,2.0
618,2,SKU_262,1618.0,1.0
622,3,SKU226,999.99,1.0
624,3,SKU656,999.99,2.0
624,2,SKU_800,100.0,2.0
626,1,SKU_309,999.99,1.0
626,2,SKU896,2069.0,2.0
628,1,NAN,962.0,1.0
629,1,NAN,100.0,2.0
633,4,SKU_596,4914.0,2.0
633,3,SKU-536,100.0,1.0
635,2,SKU_834,100.0,2.0
635,3,SKU158,999.99,1.0
637,2,SKU934,785.0,2.0
637,1,SKU_401,1013.0,1.0
637,3,SKU_1031,882.0,2.0
638,3,SKU_928,707.0,2.0
641,2,SKU_997,3710.0,2.0
641,3,SKU_694,999.99,2.0
641,1,SKU948,1459.0,2.0
643,1,SKU317,100.0,1.0
645,4,SKU_506,3836.0,1.0
645,2,SKU-1062,956.0,2.0
646,2,SKU-260,999.99,2.0
647,3,SKU1064,1612.0,1.0
648,2,NAN,4310.0,2.0
650,3,SKU-906,4135.0,2.0
650,2,SKU_468,100.0,1.0
651,3,SKU_271,100.0,2.0
651,1,NAN,999.99,2.0
653,2,SKU_687,4760.0,2.0
653,3,SKU-251,486.0,2.0
653,1,SKU-14,2282.0,2.0
654,1,SKU_238,1578.0,2.0
655,2,SKU_307,699.0,2.0
658,4,NAN,2200.0,2.0
658,1,SKU457,999.99,1.0
659,2,SKU160,999.99,1.0
660,3,SKU_556,100.0,2.0
661,1,NAN,4492.0,1.0
662,1,SKU539,100.0,2.0
663,4,NAN,3691.0,2.0
663,1,SKU_700,999.99,1.0
663,3,SKU878,825.0,2.0
664,2,SKU976,999.99,1.0
665,4,NAN,100.0,2.0
665,2,SKU451,999.99,2.0
665,1,SKU708,100.0,1.0
667,2,SKU905,100.0,1.0
667,3,NAN,100.0,1.0
668,4,SKU155,100.0,2.0
670,1,SKU-801,999.99,1.0
674,1,SKU-73,100.0,2.0
675,3,SKU-667,999.99,2.0
677,1,SKU1160,2260.0,2.0
678,2,SKU865,100.0,1.0
687,1,SKU_813,100.0,2.0
691,3,SKU_15,100.0,2.0
691,4,NAN,999.99,2.0
692,2,SKU-81,100.0,2.0
693,2,SKU-195,999.99,2.0
694,1,SKU913,100.0,1.0
694,2,SKU641,100.0,2.0
696,3,SKU-640,4957.0,2.0
696,2,NAN,2093.0,2.0
699,3,SKU835,100.0,1.0
699,1,SKU571,2720.0,2.0
699,4,NAN,100.0,1.0
699,2,SKU_594,3708.0,2.0
701,3,SKU966,2567.0,2.0
701,2,SKU402,1677.0,1.0
702,1,SKU27,100.0,2.0
702,2,NAN,951.0,2.0
704,2,SKU-153,999.99,2.0
705,1,SKU_217,999.99,2.0
710,2,NAN,2866.0,2.0
710,3,SKU569,753.0,2.0
710,1,SKU845,999.99,2.0
712,2,SKU957,3348.0,2.0
714,2,SKU_48,100.0,2.0
716,3,NAN,100.0,2.0
723,2,SKU504,100.0,1.0
724,2,NAN,100.0,2.0
725,1,SKU506,945.0,2.0
726,4,SKU955,999.99,2.0
729,1,SKU_553,3134.0,2.0
730,1,SKU898,2873.0,1.0
730,2,SKU_805,999.99,2.0
731,2,NAN,100.0,1.0
736,3,SKU-862,999.99,1.0
737,3,SKU_851,999.99,2.0
737,1,SKU340,3268.0,1.0
737,4,SKU_73,100.0,2.0
743,4,SKU944,999.99,1.0
744,3,SKU850,3313.0,1.0
745,2,SKU166,999.99,2.0
748,2,SKU-94,999.99,2.0
751,3,NAN,1600.0,2.0
753,3,SKU_437,3709.0,2.0
753,1,SKU657,2301.0,2.0
753,2,SKU_643,999.99,2.0
757,2,NAN,769.0,2.0
759,1,NAN,2359.0,2.0
762,1,SKU1103,100.0,2.0
763,3,SKU1150,100.0,2.0
764,2,SKU-107,999.99,1.0
766,1,SKU108,100.0,2.0
767,1,SKU690,1243.0,2.0
767,3,NAN,100.0,2.0
769,2,SKU-973,100.0,2.0
769,3,SKU-858,100.0,2.0
769,4,SKU_351,4399.0,1.0
770,1,NAN,100.0,1.0
772,1,SKU359,100.0,2.0
772,3,SKU-56,100.0,1.0
773,1,NAN,818.0,2.0
774,4,SKU_1084,999.99,2.0
774,3,SKU_932,999.99,2.0
779,2,NAN,3359.0,2.0
780,1,SKU867,1302.0,1.0
780,4,NAN,3409.0,2.0
780,3,SKU60,999.99,1.0
782,1,NAN,999.99,2.0
784,1,NAN,999.99,2.0
785,1,SKU831,2878.0,2.0
785,2,NAN,999.99,2.0
787,3,SKU-582,999.99,1.0
788,2,NAN,140.0,2.0
789,1,SKU-353,100.0,2.0
789,2,SKU296,100.0,2.0
790,1,SKU1128,1294.0,1.0
790,3,SKU_664,999.99,1.0
792,2,SKU1005,100.0,1.0
794,1,SKU137,67.0,2.0
794,3,SKU-1099,1663.0,2.0
795,3,SKU365,999.99,2.0
795,1,SKU_1002,100.0,2.0
796,1,NAN,3926.0,2.0
797,1,SKU_1168,4579.0,2.0
798,1,SKU10,4615.0,1.0
798,2,SKU9,999.99,1.0
799,3,NAN,2683.0,2.0
801,3,SKU-807,4542.0,1.0
802,2,SKU865,372.0,1.0
802,1,SKU_422,100.0,1.0
806,2,SKU467,999.99,2.0
808,1,NAN,999.99,2.0
809,1,SKU210,100.0,1.0
814,1,SKU532,999.99,2.0
816,1,SKU_571,1639.0,2.0
817,1,SKU_542,999.99,2.0
819,1,SKU_266,4536.0,2.0
821,4,NAN,100.0,2.0
824,2,NAN,100.0,2.0
826,2,SKU-1141,4209.0,2.0
830,3,NAN,2008.0,1.0
832,1,SKU512,100.0,2.0
834,1,SKU-158,2191.0,2.0
834,4,SKU-125,999.99,2.0
835,1,SKU-696,3648.0,2.0
835,2,SKU505,100.0,1.0
836,2,SKU-315,50.0,1.0
837,1,SKU748,4559.0,2.0
839,1,SKU461,999.99,2.0
840,3,SKU1103,100.0,2.0
840,1,SKU333,3657.0,2.0
843,2,SKU-979,3199.0,2.0
844,1,SKU344,999.99,2.0
845,2,SKU_1047,100.0,1.0
845,3,SKU968,100.0,2.0
846,1,SKU-725,100.0,2.0
847,3,SKU83,100.0,1.0
850,4,SKU-722,2551.0,2.0
851,1,SKU35,100.0,2.0
852,1,SKU64,2108.0,2.0
852,2,SKU471,4728.0,1.0
853,2,SKU-240,999.99,1.0
853,1,NAN,999.99,2.0
858,1,SKU-382,1512.0,2.0
861,1,NAN,100.0,2.0
863,2,SKU129,999.99,2.0
867,1,NAN,4455.0,2.0
869,1,NAN,100.0,1.0
870,2,NAN,999.99,2.0
870,1,SKU-1041,3407.0,2.0
872,1,SKU590,4218.0,2.0
873,1,SKU347,999.99,1.0
873,2,NAN,363.0,2.0
876,2,SKU414,3665.0,1.0
876,4,SKU955,100.0,2.0
879,3,SKU94,999.99,1.0
884,2,SKU897,100.0,1.0
884,3,NAN,3481.0,2.0
885,3,NAN,100.0,2.0
885,2,SKU1144,999.99,2.0
886,2,SKU_952,4106.0,1.0
888,1,NAN,4233.0,2.0
891,1,NAN,1705.0,2.0
893,2,SKU1034,100.0,1.0
893,1,SKU512,999.99,2.0
895,2,SKU1169,100.0,2.0
895,1,SKU_232,999.99,2.0
897,3,NAN,1080.0,2.0
897,1,SKU1044,1837.0,1.0
899,2,SKU345,3830.0,2.0
901,1,SKU_409,3398.0,2.0
901,2,SKU-391,913.0,2.0
902,3,SKU_1139,1912.0,2.0
903,4,SKU730,100.0,2.0
903,3,SKU794,3745.0,2.0
904,3,SKU360,1087.0,1.0
905,4,SKU237,1382.0,1.0
905,1,SKU_1192,3842.0,2.0
906,1,SKU1134,4504.0,1.0
907,1,SKU1134,1058.0,1.0
912,1,SKU1196,936.0,2.0
913,1,SKU350,100.0,1.0
914,2,SKU573,2444.0,1.0
917,2,NAN,999.99,2.0
918,1,SKU393,100.0,1.0
921,1,SKU-335,3391.0,1.0
921,2,SKU_1020,4817.0,2.0
922,2,NAN,973.0,1.0
923,1,SKU_35,3936.0,2.0
923,2,NAN,100.0,1.0
924,3,NAN,883.0,1.0
924,2,SKU551,3534.0,1.0
926,1,NAN,952.0,2.0
928,1,SKU115,100.0,2.0
932,2,SKU2,982.0,2.0
937,3,SKU756,1783.0,2.0
937,1,SKU172,999.99,2.0
940,1,SKU-153,999.99,1.0
944,3,NAN,4567.0,2.0
946,1,SKU-375,999.99,1.0
951,1,SKU-996,2625.0,2.0
953,3,SKU_828,2105.0,2.0
954,1,SKU883,4503.0,2.0
958,2,NAN,2912.0,2.0
959,1,SKU_1122,4984.0,1.0
959,4,NAN,2553.0,2.0
960,2,SKU796,1328.0,2.0
961,2,SKU472,999.99,2.0
961,1,NAN,3055.0,2.0
961,3,SKU_163,2459.0,1.0
962,1,SKU197,999.99,2.0
962,2,SKU_352,3189.0,2.0
962,3,SKU1168,4118.0,2.0
964,1,SKU199,100.0,1.0
964,2,SKU_465,999.99,2.0
965,1,SKU-479,2479.0,2.0
966,3,SKU_144,3840.0,2.0
966,2,NAN,4820.0,2.0
967,4,SKU485,999.99,1.0
968,1,SKU192,4555.0,2.0
968,2,SKU-824,4359.0,2.0
970,3,SKU-71,2191.0,1.0
972,1,SKU-1061,100.0,1.0
974,2,NAN,4703.0,1.0
974,3,SKU953,2682.0,2.0
975,1,SKU-534,3830.0,2.0
975,2,SKU_547,100.0,2.0
975,4,SKU1135,100.0,2.0
978,4,SKU-218,4825.0,1.0
980,4,SKU-306,100.0,2.0
981,2,NAN,100.0,2.0
982,2,SKU_76,3043.0,1.0
983,1,SKU233,999.99,2.0
983,3,SKU_352,3358.0,2.0
990,1,SKU_235,100.0,2.0
990,2,SKU405,2097.0,2.0
990,3,SKU_90,4480.0,2.0
991,2,SKU268,999.99,2.0
995,1,SKU-818,100.0,2.0
996,1,SKU704,100.0,2.0
996,2,SKU334,3153.0,1.0
998,1,NAN,100.0,2.0
1000,1,SKU881,2630.0,2.0
1001,2,NAN,1022.0,2.0
1001,1,SKU-463,840.0,2.0
1002,1,SKU_1047,100.0,2.0
1002,4,SKU-372,999.99,1.0
1005,1,SKU-1019,100.0,2.0
1006,1,NAN,3549.0,1.0
1009,1,SKU657,4219.0,1.0
1010,1,SKU_647,3634.0,1.0
1012,1,NAN,2585.0,2.0
1012,2,SKU_214,365.0,2.0
1012,4,SKU344,4511.0,1.0
1012,3,SKU336,2810.0,2.0
1013,1,SKU1149,999.99,2.0
1013,2,NAN,2319.0,2.0
1013,3,SKU285,63.0,1.0
1015,4,SKU_9,1403.0,2.0
1016,2,SKU_1126,999.99,2.0
1017,1,SKU_774,100.0,2.0
1018,2,SKU-771,651.0,1.0
1019,4,SKU772,1978.0,2.0
1019,1,NAN,851.0,1.0
1020,4,SKU-97,309.0,2.0
1020,3,SKU988,100.0,2.0
1020,2,NAN,3463.0,1.0
1022,1,SKU55,4080.0,1.0
1023,1,SKU-726,3741.0,1.0
1024,3,SKU567,100.0,1.0
1024,1,SKU-1028,100.0,2.0
1025,4,SKU_620,100.0,2.0
1025,3,SKU284,999.99,2.0
1026,3,SKU-1181,4316.0,2.0
1026,1,SKU1047,1824.0,2.0
1027,2,SKU809,100.0,2.0
1028,2,SKU344,999.99,1.0
