order_id,order_item_id,sku,price,quantity
13477,2, sku-473 ,2810,
12605,2,,999.99,1
17692,1, sku-902 , 100 ,one
18828,3,SKU624,,2
2848,1, sku-1042 ,free,one
784,3, sku-738 ,,2
4350,2,SKU_560,2476,one
3779,1, sku-339 ,1206,2
19953,4, sku-622 , 100 ,
14617,1,,999.99,1
15278,3,,2812,one
2726,1,SKU1008,2274,2
10661,4,,free,one
14178,2, sku-584 ,3919,one
18232,2,SKU496,999.99,2
8658,1,SKU_335,999.99,
6755,2,  SKU277  , 100 ,1
14761,1,SKU537,4713,one
4899,2,SKU_930,,one
15465,3, sku-902 ,999.99,2
9341,1, sku-1178 ,2588,2
6761,2,  SKU994  , 100 ,2
13397,2,  SKU252  , 100 ,1
4218,2,SKU557,999.99,one
10462,1,,,2
3982,1,  SKU1098  ,944,2
12609,2,,,2
322,1,,free,2
18563,2,,999.99,one
4819,3,  SKU274  ,2015,1
666,2,SKU_1131,2125,one
430,3,SKU_583,free,one
19308,3,SKU1009,999.99,2
5707,3,,202,2
91,2,  SKU1006  ,free,1
5830,2, sku-123 ,4144,1
6319,1, sku-1084 ,999.99,one
5157,1, sku-697 ,,
5951,1,SKU_984,999.99,one
1068,3,  SKU468  ,3531,2
9448,1,SKU491,free,1
8531,2,  SKU333  ,free,2
1297,2,SKU_245,free,2
11193,3,SKU39,free,one
3770,1,,,1
11559,3,,999.99,one
8282,3,  SKU479  ,,2
15551,1, sku-1157 ,,1
8080,1, sku-102 , 100 ,1
19383,4,,4718,1
4878,1,  SKU577  ,3894,2
9897,3,  SKU728  ,733,2
921,2,SKU_1020,4817,2
8199,1, sku-1112 , 100 ,2
550,1, sku-503 ,999.99,1
18565,1,  SKU110  ,4480,2
17631,1,  SKU178  ,4603,1
487,1, sku-924 , 100 ,2
14808,4, sku-179 ,free,2
16995,3,SKU_431,999.99,2
7135,1,SKU_651,free,2
7649,2,SKU_460,free,1
4318,1,SKU569,2845,2
11753,2,, 100 ,one
4708,1, sku-541 ,free,2
19668,3,,,2
14268,1,SKU_510,free,one
6872,1,  SKU330  ,,one
15384,1, sku-976 ,1616,one
17832,1,SKU_711,999.99,
12490,2,SKU768,4174,one
17017,2,SKU1023,3900,2
17070,1,SKU_610,999.99,2
6663,1,SKU_651,1514,
663,2,,268,one
3517,1,SKU_142,3610,2
14268,4,SKU_622,999.99,2
11753,1,SKU_283,,1
3666,3,SKU43, 100 ,one
2116,1,SKU725,2328,
1397,1,  SKU413  ,free,2
729,1,SKU_553,3134,2
6540,1, sku-215 ,free,
1519,1, sku-1174 ,free,2
3135,2,,999.99,2
11700,1,,,2
16227,2, sku-872 ,,
7312,2, sku-332 ,999.99,2
2797,2, sku-297 , 100 ,1
9213,2,,free,
8083,1,SKU_143,999.99,2
3448,3,SKU_795, 100 ,1
12381,1,,3599,
4519,2,  SKU1  ,999.99,2
13380,2, sku-294 , 100 ,
12976,1,SKU_295,,2
13917,3,SKU466, 100 ,one
1323,2,  SKU1054  ,3567,1
16879,1,SKU_135, 100 ,2
6600,1, sku-526 ,,
3920,4, sku-1005 ,4808,2
13159,2, sku-191 ,free,2
16462,3,  SKU495  ,free,2
9942,2,SKU_502,4894,1
16225,1,SKU_927,2329,2
7196,1,SKU894,,2
6714,1,,999.99,1
17644,2,SKU877,999.99,one
10774,1, sku-168 ,,one
15085,1, sku-177 ,4666,1
7040,2,SKU256,free,
12353,2, sku-318 ,999.99,1
17611,2, sku-1161 , 100 ,2
18511,3,, 100 ,one
6896,1,  SKU701  ,,1
19683,4,  SKU445  ,,
16516,1,  SKU584  ,,1
13186,1,SKU542,free,2
17564,1,  SKU463  ,62,one
202,1, sku-163 ,4193,2
10855,3, sku-296 ,free,
14460,1,  SKU384  ,2451,2
2986,3, sku-968 ,4654,2
9498,2,SKU_181,2635,2
568,1,,free,2
17322,1,SKU_814,free,1
568,3,, 100 ,2
2264,3,,999.99,one
16262,2,  SKU541  ,2926,one
9057,3,SKU282,3535,2
13665,1, sku-164 ,999.99,1
2140,1, sku-891 ,free,
19113,3,,free,
4129,2, sku-423 ,,1
14924,4, sku-853 ,999.99,2
3318,1,SKU1170,3497,one
18953,3,,999.99,1
7552,2,  SKU990  ,free,2
16181,4,SKU_451,,1
777,1,SKU931,,1
5907,1,,4165,2
13725,3,SKU262,2518,one
6354,1,SKU_1090,958,one
1733,2,SKU904, 100 ,
17470,1,,999.99,2
1944,2,  SKU480  ,3044,2
12143,1, sku-797 ,free,
13594,1, sku-1186 ,999.99,2
8552,3,,999.99,one
921,1, sku-335 ,3391,1
17761,1, sku-1111 ,1878,2
12437,2,  SKU469  ,999.99,2
12373,3,  SKU161  ,free,1
1906,4, sku-570 ,free,2
7216,1,,999.99,one
6114,1,SKU990,4240,
15061,1,  SKU1060  ,4405,2
14590,3,SKU451,,one
418,1,  SKU4  ,free,2
10855,1,SKU91,,2
13596,2,SKU101,999.99,1
6956,1,  SKU334  , 100 ,
2823,3,,1562,
6742,1,SKU_58,,
5916,1,SKU_331,429,2
12982,1,SKU526,1674,2
17397,3, sku-789 ,999.99,one
2796,4,, 100 ,
14084,2,,3907,2
2771,3,SKU1184, 100 ,2
18247,2,  SKU117  ,2344,2
17882,2, sku-901 ,999.99,2
16216,2,SKU_1147,free,2
10571,3,SKU1012,,one
17309,3,, 100 ,
17925,1,SKU_424,3645,1
1805,1,SKU1124,free,1
15810,1,SKU1006,free,
8210,1, sku-1121 ,1562,one
16373,2,SKU_772,4568,1
12322,1,,1121,
18053,2,SKU_678,,2
5128,2,SKU_1,4549,
2538,2,SKU313,999.99,
15433,1,,999.99,
19634,4,SKU_1097,free,one
3362,1,SKU_1080,,2
10574,2, sku-195 ,,2
709,2,,,1
6501,2,  SKU328  , 100 ,2
2332,2,SKU519,free,2
4095,4,  SKU1079  , 100 ,2
3457,2,SKU76,3672,2
9270,3, sku-442 ,970,
14105,1,  SKU1102  ,3164,2
12815,3,SKU784,2667,one
17357,2, sku-1170 ,999.99,2
9277,1,,3048,2
14479,3,SKU1079,,
4799,1,  SKU690  ,461,1
13660,4,  SKU186  ,999.99,2
11001,2,SKU_154, 100 ,one
18463,3,  SKU1021  ,999.99,1
3961,3, sku-305 ,3703,2
19272,3,SKU548,,
741,2, sku-774 , 100 ,
10203,1, sku-132 ,2156,1
19206,3,  SKU930  ,2539,
5247,1,SKU_689,999.99,one
5082,1,SKU_477,,2
7101,3,  SKU247  ,,2
18913,4,  SKU1127  ,999.99,
13651,1,SKU46,2954,one
1626,1,,free,1
11901,2, sku-160 ,999.99,1
10946,1,SKU787,2475,2
15078,1,  SKU498  , 100 ,2
9608,3,,4459,2
3568,2, sku-761 ,,2
1852,1, sku-12 , 100 ,2
9017,3,SKU398,3163,one
1674,2,SKU_547,999.99,
8634,2, sku-330 ,,2
2274,1, sku-1096 ,1805,one
17541,1,SKU141,,
1137,3,,2756,2
19764,1,SKU_92,free,
12443,2,  SKU621  ,2798,one
16710,3,, 100 ,2
6219,1,SKU886,3683,2
1203,2,SKU484,1743,one
12247,1,  SKU178  , 100 ,
15250,1,  SKU796  ,999.99,1
18419,1,SKU368,free,2
15762,1,SKU_1126,free,2
658,3, sku-253 ,3635,
3247,1, sku-753 ,3770,2
9900,1,SKU_396,2259,1
14765,1,  SKU1002  ,3726,2
19720,1,SKU467,4938,2
2490,1,SKU_894,999.99,2
5629,1,,999.99,1
16552,1,SKU857,,2
5284,3,  SKU481  ,free,2
1146,2,  SKU610  ,1042,
437,1,SKU_845, 100 ,1
276,2, sku-114 ,1275,2
16555,1,,,one
14678,4,SKU316,4819,1
2244,1, sku-223 , 100 ,2
3789,4,SKU_800,3517,2
7192,3,SKU868,free,2
15788,1,SKU1167,999.99,2
12599,3, sku-551 ,free,one
11132,2,,999.99,2
11837,1,SKU886,2187,2
14577,3,SKU_489,,
1486,2, sku-472 ,free,one
19223,2,,free,1
6293,1, sku-934 ,2549,1
19979,2,,,1
3775,2,,63,one
9793,3, sku-939 ,4025,1
6145,3,,,
18616,1,,,one
15784,3,,free,one
12722,2,  SKU211  , 100 ,1
5661,3,SKU1084,1626,2
19291,2, sku-539 ,1293,one
11786,1, sku-898 , 100 ,2
10058,2,, 100 ,2
6669,4, sku-875 ,free,2
16090,4,SKU412,999.99,
1263,3,,,1
14781,3,  SKU686  ,999.99,
11327,3,  SKU30  , 100 ,
19281,3,SKU890, 100 ,1
15582,1,  SKU1143  ,free,
19776,1,SKU_964,free,2
10966,2,  SKU190  ,free,2
12366,1,SKU_606, 100 ,
4626,1,  SKU713  ,2770,one
13297,1,, 100 ,2
6374,1,SKU_620,3368,2
6549,3,SKU1037,,2
1700,3, sku-785 ,,one
16729,1, sku-231 ,641,
2686,3,  SKU542  ,152,one
16629,3,,,
3477,1,  SKU1100  ,,2
14697,1,SKU334,999.99,one
8896,1,, 100 ,one
7028,2,  SKU908  ,999.99,2
10552,1,,3432,2
8682,4,SKU168,free,one
1607,2,SKU918,free,one
5649,2,SKU_1102,2590,one
18595,2,SKU_510,417,2
6902,2,, 100 ,
9418,1,SKU_211, 100 ,
7443,1,,free,1
15620,3,SKU581,999.99,2
14812,2,,1035,
17874,1,SKU_512,free,
19478,2, sku-1040 ,,one
16415,4,,203,2
7359,1,  SKU602  ,3897,2
452,3,  SKU427  ,free,1
16491,2, sku-1109 , 100 ,1
12080,3,  SKU955  ,,2
1386,3, sku-171 ,999.99,one
8282,1,  SKU1004  ,499,
14605,1,  SKU217  ,731,1
16091,3,,999.99,2
11388,1,, 100 ,2
3729,1,SKU_938,4096,one
6315,2,  SKU814  ,999.99,2
14193,1,SKU_864,free,one
19053,2, sku-597 ,4024,2
15308,1,SKU142,4474,2
907,1,SKU1134,1058,1
7896,2,SKU1105,,one
15856,1,SKU32,free,2
4940,2,SKU_632,,1
11568,3,,free,one
6659,2,  SKU530  ,free,
14914,1, sku-179 ,,one
14431,1,  SKU925  ,,
5047,2,SKU1036,3537,1
7336,3,,,
7711,1,SKU721,999.99,one
12797,3,  SKU378  ,2732,
11951,2,  SKU703  ,free,2
17457,3,,free,2
1628,3,,,2
3258,1,SKU322,3909,2
17515,3,  SKU788  ,4696,2
8364,2,SKU478,,2
342,1,SKU856,1279,one
4206,1, sku-403 , 100 ,2
6529,2,,free,2
6866,4,,4124,one
15398,4,SKU717, 100 ,
2740,1,SKU_650,887,one
8212,3,SKU540,999.99,2
1972,1, sku-1006 ,free,2
16254,4,  SKU27  ,free,1
14821,4, sku-482 ,4171,2
1604,4,,free,one
18927,3,  SKU306  ,3879,
12587,3,  SKU151  , 100 ,
4397,2,SKU424,,2
15769,1,,,2
13429,1,SKU_921,free,one
17692,2,SKU1192,999.99,
10948,2,SKU1035, 100 ,
3301,4, sku-828 ,233,2
294,2, sku-86 ,999.99,
4247,1,SKU_81, 100 ,2
14129,2,,2467,2
7355,1, sku-252 ,381,one
18780,1,  SKU202  ,,2
10974,1,SKU935,,1
1070,3,SKU_412,free,one
16625,1,  SKU517  ,free,
12448,1,  SKU425  , 100 ,
7801,3,SKU871,,2
14697,1,SKU334,999.99,one
8429,2, sku-481 , 100 ,2
18545,3,,free,one
15083,2, sku-594 ,2016,
13303,4,  SKU75  ,2961,2
625,4,, 100 ,one
5990,3, sku-364 ,1091,
6407,1,SKU_168,987,2
4831,2,, 100 ,one
12872,3,,1032,1
16504,3, sku-977 ,,1
12277,1,SKU22,free,one
1377,2,SKU729,2450,2
6958,4,SKU_491,,one
18810,4,,free,1
3676,1, sku-579 ,,one
8384,4,SKU379,3413,one
5636,1, sku-79 , 100 ,2
12960,2,SKU_63,4295,one
8607,1,  SKU828  ,999.99,2
11007,2,SKU_621,999.99,1
15268,2, sku-95 ,free,1
4025,2,SKU_175,972,2
16439,2,SKU_426,,
12540,2,SKU1037,,
10009,1,  SKU146  ,999.99,
17094,1,  SKU605  ,free,one
1445,1,SKU610,999.99,1
15940,2,SKU646,968,one
6728,2,  SKU1087  ,999.99,1
11858,1, sku-568 , 100 ,2
15140,4,  SKU216  ,free,2
1255,2,SKU_1042,177,1
9985,3,  SKU186  ,999.99,1
14603,1,SKU_87,3538,1
14308,1,SKU_1188,999.99,
12507,3,SKU576, 100 ,one
17147,2, sku-68 , 100 ,2
12387,2, sku-896 ,,2
1148,4,SKU_366,4349,2
17209,2,SKU306,,1
3707,3,  SKU126  ,free,1
18706,1, sku-649 ,2427,2
6140,3, sku-1085 ,free,2
1757,2, sku-1170 ,,1
16369,3,SKU_955,,
12754,4,  SKU785  ,3608,2
3080,1,SKU_460,999.99,1
2122,2,SKU407,3683,2
9852,2,SKU395,free,
5398,1,  SKU991  ,free,1
10626,2,,,2
297,3,  SKU1070  ,,1
1337,3,,3329,1
13222,1,  SKU750  , 100 ,1
11617,3,,1519,one
17992,4,SKU1167,free,1
4473,2,,free,one
14696,1, sku-629 ,999.99,1
459,2,SKU458,3558,
18972,2,, 100 ,one
18298,2,,4408,2
17619,2,,4313,1
12936,2,  SKU638  ,,1
16724,4,SKU_45,,1
15124,4,,999.99,
16708,3, sku-784 , 100 ,
6806,2,SKU71,,1
13176,2, sku-857 , 100 ,2
12448,2, sku-382 , 100 ,one
4529,2, sku-743 ,4564,
19114,2, sku-963 ,free,1
4175,1, sku-672 ,999.99,one
7338,2,SKU_514, 100 ,
17751,2,SKU_567,,2
4459,4, sku-316 ,999.99,2
15346,4,SKU_303,911,1
234,3,SKU475,999.99,1
15443,3,SKU_1151, 100 ,one
4855,1, sku-387 ,3641,2
17656,2,, 100 ,one
6926,1,SKU_1163, 100 ,2
748,2, sku-94 ,999.99,2
15958,1,SKU620,2799,2
12186,2,,999.99,
7560,3,SKU203,73,1
18678,2,SKU194, 100 ,2
9961,1, sku-19 , 100 ,
19975,4,  SKU427  ,646,one
9696,2,  SKU900  ,999.99,2
19505,4,SKU901,,1
11316,1,SKU_909,4719,2
10196,3,,free,1
5309,3,  SKU475  , 100 ,one
1144,1,SKU169,3096,1
6296,1,,999.99,one
193,1,  SKU1065  ,2916,2
18085,1, sku-797 ,free,
3285,3,  SKU1122  ,free,
6985,1, sku-470 ,974,1
18396,1,SKU1013,189,2
9580,3,,999.99,one
17611,3,,free,
12597,3,  SKU22  ,free,2
12331,1, sku-600 ,,
8259,2,, 100 ,1
4116,2,,,2
11568,4,  SKU206  ,free,
11437,1,,,one
11877,4,,free,2
8853,1,SKU_1076,free,2
7974,1,,4352,one
10933,1,,999.99,
6235,2, sku-773 ,1844,one
2454,3,  SKU136  ,999.99,1
54,1,SKU_721,3210,1
5527,2,SKU350,,2
16579,2, sku-773 ,,2
10939,1,SKU_234,,
6396,2,  SKU682  ,999.99,
18865,1,SKU_412, 100 ,2
13422,3,  SKU1010  ,999.99,2
16626,1,SKU_72, 100 ,1
2855,4,,999.99,
6546,3,SKU_1161,392,
16433,1,, 100 ,one
9623,4,  SKU351  ,999.99,2
949,2,,free,1
6002,2, sku-674 ,,1
12121,1,SKU_998,,
17953,3,SKU386, 100 ,2
4623,1,  SKU788  ,free,1
301,3, sku-613 ,,
8969,4,SKU_728,3734,one
8556,1,  SKU1097  , 100 ,2
4492,2,  SKU262  ,,
14350,2,,,
9196,2,SKU_25,free,2
992,1,  SKU708  ,2218,one
3967,1,SKU718,2313,2
12886,4,SKU353,free,2
10061,1,,999.99,1
12838,1,SKU482,106,
550,3,SKU_1123,999.99,one
675,3, sku-667 ,999.99,2
18901,2,,free,1
7639,1,  SKU159  , 100 ,one
8878,2,SKU_721,,2
9249,2,  SKU452  ,999.99,one
12359,4,SKU_638, 100 ,2
16761,1,SKU_1060,4816,1
8208,3,SKU715,3023,2
16223,1,SKU_1063,1619,2
10318,1,SKU_850,3859,1
16972,3,SKU404,153,one
14151,2,,free,one
6867,1,SKU168,,one
19751,1, sku-502 , 100 ,2
11750,4,,,1
3062,4,SKU_253,999.99,1
19919,2,  SKU285  ,free,one
8815,3,,4502,
16740,1,,999.99,
5540,4, sku-966 ,free,one
4297,2,  SKU264  ,1829,1
16039,1,SKU475,999.99,1
13539,1, sku-32 ,free,1
8072,3,SKU828,3778,1
19568,1, sku-295 ,2451,
6445,2,,999.99,2
15869,3,, 100 ,2
17090,1,  SKU769  ,1164,2
7965,2,,2438,one
16187,1,SKU989,999.99,one
14028,2,,669,one
15665,1,,999.99,1
19734,1,SKU305,1551,2
7120,1, sku-1010 ,351,2
14053,2,SKU_1159,1788,2
3827,3,SKU196, 100 ,1
17914,1, sku-699 ,3301,2
451,1,,3578,one
6929,1,SKU716,free,2
416,3,SKU237,,2
167,1,,4618,
19683,3,SKU_870,free,2
16209,4, sku-938 , 100 ,
8314,2,,free,2
19617,4, sku-167 ,4622,one
19777,3,,,
9904,3,SKU_324,78,1
14130,2,SKU407, 100 ,
9482,1, sku-450 ,670,2
9079,2,  SKU950  ,,2
11037,1,  SKU1177  ,422,
14462,2,  SKU850  , 100 ,one
19853,3,,2688,one
11613,2,SKU484,free,
2976,1, sku-29 ,1306,1
5511,2,SKU494,free,2
14821,4, sku-482 ,4171,2
9334,1,SKU_1039,free,2
19606,1, sku-881 ,4483,one
18993,2,  SKU723  ,,2
18630,1,  SKU585  ,free,1
17594,1,SKU77,,one
3744,1,SKU_657, 100 ,2
3597,1,,999.99,1
13737,1,  SKU189  ,free,
14759,3,SKU_917,999.99,
11977,1,SKU_991,2680,2
11380,1,,4121,
4425,2, sku-24 ,,2
17121,1,SKU721, 100 ,2
17760,3,SKU406,,1
17284,3,  SKU477  ,3877,2
4574,4,SKU_223,999.99,
4603,1, sku-560 , 100 ,2
14321,3, sku-1102 ,free,2
3705,2,SKU_779, 100 ,2
4889,2,SKU810,free,
2249,2,  SKU411  ,free,2
16492,4, sku-435 ,2253,1
9540,2,,free,2
16679,2,  SKU381  ,,one
14712,2,, 100 ,1
14129,4,SKU_436,free,1
4510,4, sku-714 ,free,2
12729,3,  SKU815  ,4189,
17301,3,SKU_466,999.99,2
10225,1, sku-276 ,free,1
9848,1,,3537,1
15600,1,SKU831, 100 ,2
912,3,  SKU545  ,4512,one
6976,3,SKU648,999.99,
13814,1,  SKU786  ,1545,2
17882,3,SKU174,999.99,one
3544,4,  SKU745  , 100 ,1
13753,2,, 100 ,1
16524,1,  SKU147  ,4370,2
14223,1,SKU_297,3822,2
15298,1,  SKU145  ,,2
17540,2,,2308,2
13708,2,SKU_499,4697,
1140,3, sku-764 ,2459,2
464,3,SKU_219,free,
8125,1,SKU_403,999.99,one
17138,2,SKU_103,4836,
13024,1, sku-304 ,999.99,
19050,4,,999.99,2
485,3,,4196,2
14082,2,  SKU1178  ,free,1
15837,1,  SKU408  ,852,2
5393,1,,1269,one
12365,1,SKU792,free,one
17635,4, sku-1045 ,3678,2
12999,3,SKU289,4861,one
3797,1,  SKU1002  ,537,one
19323,2,SKU_840,999.99,2
9540,1, sku-82 , 100 ,one
11224,2,SKU596,2740,one
6349,1,,,2
112,1, sku-1185 ,4836,1
11706,2,SKU_229,2407,2
12564,2,  SKU1011  , 100 ,one
2403,4,  SKU489  ,999.99,one
18623,1,,4869,2
1414,2,SKU799,999.99,2
17670,2,,free,2
2784,1,  SKU451  ,free,
17151,4, sku-219 ,4519,
3115,1,SKU708,4212,one
216,1,  SKU662  , 100 ,1
12181,3,  SKU1096  ,,
4730,2,SKU436, 100 ,1
5618,2,,,2
10278,2,  SKU450  ,,1
8565,1,,999.99,2
3561,4,, 100 ,one
14243,4, sku-595 ,999.99,2
7886,1,  SKU671  ,free,2
9413,2,SKU_509,999.99,one
12254,1,,free,2
15380,2,SKU_1009,2127,one
16372,3,SKU_594,free,1
14631,4, sku-407 , 100 ,2
15374,1,  SKU664  ,851,
8467,1,  SKU539  , 100 ,
13618,2,,999.99,1
9260,4,SKU_223,free,1
14083,1,SKU78,3233,
3344,3,SKU70,free,one
1075,2,SKU215, 100 ,
14931,1, sku-669 ,999.99,
5841,2,,1003,2
6799,3, sku-569 ,999.99,1
190,1,SKU_884,free,one
12057,2,SKU522, 100 ,
7281,1,, 100 ,one
4592,1,  SKU198  , 100 ,one
1758,2, sku-302 ,999.99,one
9354,4,,free,1
11446,2,,2718,2
14354,3,SKU256,,
4037,1, sku-992 ,,1
49,4,,,1
10499,2,  SKU421  ,659,2
2251,1,  SKU510  ,999.99,one
18953,2,  SKU153  ,3522,1
17624,1,,,
17164,4, sku-1010 ,4330,one
12937,4,  SKU1098  ,,2
332,1,SKU175,629,2
11335,2,  SKU780  ,999.99,2
125,1,,,1
10037,4, sku-1048 ,999.99,one
1986,2,,3262,one
9443,1,,free,2
10399,3,SKU_452,999.99,
13426,1, sku-699 ,free,
5130,2,SKU611,999.99,one
15730,2,,3220,
1573,1,,4466,1
11988,3,  SKU278  ,591,2
18303,2, sku-938 ,4239,2
1880,2, sku-180 ,,one
8821,2,, 100 ,2
13629,2,  SKU356  ,3430,one
15047,4,, 100 ,
16632,1,,free,2
19013,4,SKU_161,2960,1
9285,2, sku-130 ,2496,2
7272,2,SKU_195,1112,2
15277,1,SKU_502,free,2
5386,1,, 100 ,
1156,4,  SKU622  ,4019,one
17805,1,,2191,2
5034,2,,,1
7555,1,  SKU300  ,2715,2
12651,1,SKU1064,4382,1
4909,2,SKU724,999.99,
2778,1,SKU_879,free,
14632,1,SKU116, 100 ,
11802,1, sku-280 , 100 ,one
87,1, sku-336 ,3167,1
8096,1, sku-573 ,,one
10013,1,  SKU699  , 100 ,
5920,4, sku-1102 ,999.99,one
14962,4,,1044,1
8999,1,,free,1
16050,2,,3899,
7604,1,  SKU522  , 100 ,2
1812,2,,2349,2
18462,2, sku-923 ,4679,2
17730,2,, 100 ,2
9868,3, sku-383 ,free,1
2299,2,SKU_341,999.99,1
10000,1,SKU_1186,999.99,1
19208,3,  SKU350  ,2792,2
1179,2,  SKU355  ,3991,2
13057,1,SKU263, 100 ,2
8899,1,,4473,1
10160,1, sku-154 ,,one
18459,1,SKU463,free,
4658,1,,3294,2
17493,3,SKU_874,free,
17276,3,SKU_941,1020,
1023,2,SKU_129, 100 ,one
9727,1,  SKU87  ,999.99,one
2400,4, sku-947 ,4079,1
14340,1,, 100 ,one
1708,1,SKU_174,999.99,1
7949,1,SKU653,642,one
16823,1,  SKU525  ,,2
11117,4,SKU327,999.99,
5660,3, sku-256 ,999.99,2
6093,1,SKU_806,free,
9639,3,,2495,one
10864,1,SKU838,,2
19742,3,,4092,2
16891,1,,3002,one
15638,1,  SKU318  ,3485,one
1170,3,,999.99,2
16828,3,SKU_1133,4266,1
6614,2,SKU542, 100 ,one
6855,2,SKU246,free,2
6397,3,SKU_647,,1
10933,2,  SKU1079  ,3580,1
11723,2,SKU52, 100 ,2
1102,2,SKU126, 100 ,one
17896,1,, 100 ,1
16376,3,,free,one
18903,1,  SKU896  , 100 ,2
16384,1,,999.99,2
16653,1, sku-350 ,3472,1
2614,2,SKU633,free,2
2228,1, sku-323 ,4226,
17650,4,  SKU174  ,1783,2
6099,2, sku-408 ,2412,2
5886,3,SKU33,792,2
17838,1,SKU500, 100 ,
